"Region","Market","Month","Year","Longitude","Latitude","barley_Hulled_Temez","barley_Malt","barley_milled_Mixed","barley_milled_White","barley_unmilled_Black","barley_unmilled_for_Beer","barley_unmilled_Mixed","barley_unmilled_White","barley_unmilled_Hulled","barley_unmilled_Hulled_Temez","maize_Milled","maize_Unmilled","wheat_Bread_Bakery","wheat_Malt","wheat_Porridge_bula","wheat_milled_Mixed","wheat_milled_White","wheat_milled_Emmer_Aja","wheat_unmilled_Black_Red","wheat_unmilled_Mixed","wheat_unmilled_White","wheat_unmilled_Emmer_shelled_Aja","wheat_unmilled_Emmer_unshelled"
"snnp","bodite","august","2014","37.89064905","7.038034865",".","14.29",".",".","10.97",".",".","10.97",".",".","8.11","6.5","4.78","12.67",".",".",".",".",".",".","12",".","."
"snnp","bodite","august","2015","37.89064905","7.038034865",".","15.32",".",".","10",".","9.97","12",".",".","7.83","6","5.25","14.57",".",".",".",".",".",".","11.66",".","."
"snnp","bodite","august","2016","37.89064905","7.038034865",".",".",".",".",".",".",".",".",".",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"snnp","bodite","august","2017","37.89064905","7.038034865",".","16.56",".",".","13.49","14","12","13",".",".","14.2","10.49","5.88","15.78",".",".",".","40",".",".","12",".","26.5"
"snnp","bodite","august","2018","37.89064905","7.038034865",".","18.15",".",".","17","20","16.49","18",".",".","10","8","9.29","16.71",".",".",".","48",".",".","17.49",".","25.98"
"snnp","bodite","september","2013","37.89064905","7.038034865",".","11.67",".",".","9.32",".",".","8",".",".","9.21","7.47","4.21","10.94",".",".",".",".",".",".","8.49",".","."
"snnp","bodite","september","2014","37.89064905","7.038034865",".","13.33",".",".","11",".","10","12",".",".","8.11","6.23","4.78","14.71",".",".",".",".",".",".","11.32",".","."
"snnp","bodite","september","2015","37.89064905","7.038034865",".","14.71",".",".","10.32",".","10.32","12",".",".","6.88","5.33","5.12","13.64",".",".",".",".",".",".","12",".","."
"snnp","bodite","september","2016","37.89064905","7.038034865",".",".",".",".",".",".",".",".",".",".","9.44","7",".",".",".",".",".",".",".",".",".",".","."
"snnp","bodite","september","2017","37.89064905","7.038034865",".","22.73",".",".","13",".","13","14",".",".","14.84","11","6.19","18.49","35",".",".","40",".",".","12",".","25.5"
"snnp","bodite","september","2018","37.89064905","7.038034865",".","23.04",".",".","18","18","16","17.49",".",".","10","8.75","4.75","21.95","30",".",".","48",".",".","18",".","25.5"
"snnp","bodite","october","2013","37.89064905","7.038034865",".","10.71",".",".","9.32",".",".","9",".",".","8.11","6","4.4","10.81",".",".",".",".",".",".","9.49",".","."
"snnp","bodite","october","2014","37.89064905","7.038034865",".","14.36",".",".","10.95",".",".","11.66",".",".","6.76","4.5","5.26","14.71",".",".",".",".",".",".","11.66",".","."
"snnp","bodite","october","2015","37.89064905","7.038034865",".","15.31",".",".","10.66",".",".","12",".",".","7.15","5","5.84","13.76",".",".",".",".",".",".","12",".","."
"snnp","bodite","october","2016","37.89064905","7.038034865",".",".",".",".",".",".",".",".",".",".","7.9","7",".",".",".",".",".",".",".",".",".",".","."
"snnp","bodite","october","2017","37.89064905","7.038034865",".","17.61",".",".","14",".","13","15",".",".","11.19","10","5.56","17.16",".",".",".","49.96",".",".","13",".","30.98"
"snnp","bodite","october","2018","37.89064905","7.038034865",".","22.43",".",".","16.49","18","16","17.49",".",".","10","8","6.36","18.77",".",".",".","48",".",".","17",".","25.5"
"snnp","bodite","november","2013","37.89064905","7.038034865",".","10",".",".","9",".",".","8.83",".",".","8.82","5.23","4.78","11.76",".",".",".",".",".",".","8.82",".","."
"snnp","bodite","november","2014","37.89064905","7.038034865",".","13.33",".",".","12",".",".","11.66",".",".","6.76","5","5.26","12.67",".",".",".",".",".",".","11.83",".","."
"snnp","bodite","november","2015","37.89064905","7.038034865",".","14.43",".",".","10",".",".","10",".",".","5.6","4.5","5.01","12.82",".",".",".",".",".",".","11.32",".","."
"snnp","bodite","november","2016","37.89064905","7.038034865",".",".",".",".",".",".",".",".",".",".","7.57","6",".",".",".",".",".",".",".",".",".",".","."
"snnp","bodite","november","2017","37.89064905","7.038034865",".","17.92",".",".","18","18","15.49","17.49",".",".","12.2","10.49","7.22","14.8",".",".",".","60",".",".","12",".","34.5"
"snnp","bodite","november","2018","37.89064905","7.038034865",".","22.95",".",".","18",".","17","18",".",".","10","8","8.07","20",".",".",".","48",".",".","17.49",".","25.5"
"snnp","bodite","december","2013","37.89064905","7.038034865",".","12.15",".",".","9.65",".",".","8.65",".",".","6.76","5.5","4.78","11.76",".",".",".",".",".",".","8.49",".","."
"snnp","bodite","december","2014","37.89064905","7.038034865",".","13.33",".",".","10",".",".","11.66",".",".","6.76","4.83","4.67","14.71",".",".",".",".",".",".","9.65",".","."
"snnp","bodite","december","2015","37.89064905","7.038034865",".","15.32",".",".","10.66",".",".","10.63",".",".","7.63","5.5","5.25","13.39",".",".",".",".",".",".","10.32",".","."
"snnp","bodite","december","2016","37.89064905","7.038034865",".",".",".",".",".",".",".",".",".",".","7.21","5",".",".",".",".",".",".",".",".",".",".","."
"snnp","bodite","december","2017","37.89064905","7.038034865",".","17.62",".",".","15","15","13","14.49",".",".","10.08","7","8.15","15.73","30",".",".","60",".",".","12",".","32"
"snnp","bodite","december","2018","37.89064905","7.038034865",".","20.06",".",".","19.49",".","18","18.97",".",".","8","8","4.91","17.77","30",".",".","48",".",".","19",".","25"
"snnp","boniga","january","2014","36.24008346","7.388535704",".","13.8",".",".","7.22",".","7","8.16",".",".",".","4","6.57","14.29",".",".",".",".","7",".","7.16",".","."
"snnp","boniga","january","2015","36.24008346","7.388535704",".","19.25",".",".","8.6",".","8","9",".",".",".","4","6.11","18.02",".",".",".",".","8",".","8.33",".","."
"snnp","boniga","january","2016","36.24008346","7.388535704",".","19.67",".",".","10",".","8","11",".",".",".","4.33","6.57","21.62",".",".",".",".","9.32",".","11.5",".","."
"snnp","boniga","january","2017","36.24008346","7.388535704",".",".",".",".",".",".",".",".",".",".",".","5.5",".",".",".",".",".",".",".",".",".",".","."
"snnp","boniga","january","2018","36.24008346","7.388535704",".","19.83",".",".","13",".","10","14",".",".",".","7","6.68","24.78",".",".",".",".","14","14","15",".","35"
"snnp","boniga","january","2019","36.24008346","7.388535704",".","24.49",".",".","14",".","13","15",".",".","11","7",".","30.25",".",".",".",".","14","14","15",".","32"
"snnp","boniga","february","2014","36.24008346","7.388535704",".","11.67",".",".","6.5",".","6","7.33",".",".",".","4","6.04","12.61",".",".",".",".","6",".","6.5",".","."
"snnp","boniga","february","2015","36.24008346","7.388535704",".","17.24",".",".","8.5",".","8","10",".",".",".","4","7","16.21",".",".",".",".","8.16",".","9",".","."
"snnp","boniga","february","2016","36.24008346","7.388535704",".","16.95",".",".","10",".","8.5","11",".",".",".","5","6.57","17.7",".",".",".",".","9",".","12",".","."
"snnp","boniga","february","2017","36.24008346","7.388535704",".",".",".",".",".",".",".",".",".",".",".","6",".",".",".",".",".",".",".",".",".",".","."
"snnp","boniga","february","2018","36.24008346","7.388535704",".","19.67",".",".","11",".","9","13",".",".",".","7","7.29","23.01",".",".",".",".","10","10","10.75",".","30"
"snnp","boniga","february","2019","36.24008346","7.388535704",".","24",".",".","13",".","12","14",".",".","11","7",".","28.91",".",".",".",".","13","13","14",".","30"
"snnp","boniga","march","2015","36.24008346","7.388535704",".","13.11",".",".","6.93",".","6.57","8.66",".",".",".","4.5","7","14.16",".",".",".",".","8",".","9.32",".","."
"snnp","boniga","march","2016","36.24008346","7.388535704",".","16.22",".",".","9",".","7","11",".",".",".","5","6.41","17.86",".",".",".",".","7.83",".","10.66",".","."
"snnp","boniga","march","2017","36.24008346","7.388535704",".",".",".",".",".",".",".",".",".",".",".","6.33",".",".",".",".",".",".",".",".",".",".","."
"snnp","boniga","march","2018","36.24008346","7.388535704",".","16.53",".",".","11",".","9","12",".",".",".","7","7.29","21.24",".",".",".",".","10","10","12",".","."
"snnp","boniga","march","2019","36.24008346","7.388535704",".","24.09",".",".","13",".","12","14",".",".","12","7",".","28.91",".",".",".",".","14","14","15",".","33"
"snnp","boniga","april","2014","36.24008346","7.388535704",".","12.35",".",".","6.5",".","6","7",".",".",".","5.66","6.11","12.5",".",".",".",".","7",".","8",".","."
"snnp","boniga","april","2016","36.24008346","7.388535704",".","16.96",".",".","9",".",".","11",".",".",".","5","4.38","19.25",".",".",".",".","7",".","10",".","."
"snnp","boniga","april","2017","36.24008346","7.388535704",".","20.18",".",".","11",".","10","11.75",".",".",".","7.75","5.93","24.45",".",".",".",".","10","11","13",".","24"
"snnp","boniga","april","2018","36.24008346","7.388535704",".","19.83",".",".","12",".","11","13",".",".",".","8","7.88","26.09",".",".",".",".","12","12","15",".","32"
"snnp","boniga","april","2019","36.24008346","7.388535704",".","24.4",".",".","15",".","13.75","16",".",".","12","8",".","29.75",".",".",".",".","15","16","17",".","32"
"snnp","boniga","may","2014","36.24008346","7.388535704",".","11.87",".",".","7",".","6.5","8",".",".",".","5.85","6.11","12.61",".",".",".",".","8",".","8.66",".","."
"snnp","boniga","may","2015","36.24008346","7.388535704",".","16.4",".",".","8.47",".","8","8.53",".",".",".","4","6.57","17.86",".",".",".",".","9.83",".","11",".","."
"snnp","boniga","may","2016","36.24008346","7.388535704",".","16.86",".",".","9.32",".","8","10.32",".",".",".","5.5","6.57","17.97",".",".",".",".","8",".","11",".","."
"snnp","boniga","may","2017","36.24008346","7.388535704",".","16.35",".",".","11",".","10","12",".",".",".","8","6.63","16.86",".",".",".",".","10","10","12",".","32"
"snnp","boniga","may","2018","36.24008346","7.388535704",".","19.83",".",".","13",".","12","14",".",".",".","8",".","22.22",".",".",".",".","13","13","15",".","35"
"snnp","boniga","may","2019","36.24008346","7.388535704",".","32.13",".",".","15",".","13","16",".",".","12","8",".",".",".",".",".",".","16","16","18",".","33"
"snnp","boniga","june","2014","36.24008346","7.388535704",".","11.87",".",".","7",".","6.57","8",".",".",".","5.83","6.11","13.06",".",".",".",".","8.16",".","9.65",".","."
"snnp","boniga","june","2015","36.24008346","7.388535704",".","16.53",".",".","10",".","10","10.33",".",".",".","4","6.57","17.24",".",".",".",".","10",".","11.66",".","."
"snnp","boniga","june","2016","36.24008346","7.388535704",".","16.67",".",".","9.65",".","8","10.66",".",".",".","6","7.1","17.86",".",".",".",".","8",".","11.66",".","."
"snnp","boniga","june","2017","36.24008346","7.388535704",".","16.35",".",".","11",".","10","12",".",".",".","8","6.63","16.86",".",".",".",".","10","10","12",".","32"
"snnp","boniga","june","2018","36.24008346","7.388535704",".","18.53",".",".","13.75",".","12.75","15",".",".",".","9",".","19.35",".",".",".",".","14","13.75","15.75",".","30"
"snnp","boniga","july","2013","36.24008346","7.388535704",".","11.3",".",".","6.5",".","5.5","7",".",".",".","5","3.46","12.61",".",".",".",".","6",".","7",".","."
"snnp","boniga","july","2014","36.24008346","7.388535704",".","11.67",".",".","7.73",".","7","8.33",".",".",".","5.66","5.97","12.39",".",".",".",".","8.33",".","10",".","."
"snnp","boniga","july","2015","36.24008346","7.388535704",".","19.67",".",".","10",".","10.32","10.16",".",".",".","5.5","6.11","21.24",".",".",".",".","10",".","12",".","."
"snnp","boniga","july","2016","36.24008346","7.388535704",".",".",".",".",".",".",".",".",".",".",".","6",".",".",".",".",".",".",".",".",".",".","."
"snnp","boniga","july","2017","36.24008346","7.388535704",".","16.68",".",".","10",".","10","12",".",".",".","8","6.53","21.24",".",".",".",".","11","10","12",".","32.5"
"snnp","boniga","july","2018","36.24008346","7.388535704",".","19.35",".",".","14",".","14","15",".",".",".","9",".","19.75",".",".",".",".","15","15","16",".","32.5"
"snnp","boniga","august","2013","36.24008346","7.388535704",".","11.25",".",".","6.47",".","6","7",".",".",".","4.83","4.95","12.61",".",".",".",".","6",".","6.83",".","."
"snnp","boniga","august","2014","36.24008346","7.388535704",".","11.74",".",".","8",".","8","9.16",".",".",".","5.83","6.11","12.39",".",".",".",".","9",".","10.16",".","."
"snnp","boniga","august","2015","36.24008346","7.388535704",".","16.67",".",".","10",".","9","11",".",".",".","4.5","6.57","17.55",".",".",".",".","10",".","12",".","."
"snnp","boniga","august","2016","36.24008346","7.388535704",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"snnp","boniga","august","2017","36.24008346","7.388535704",".","16.51",".",".","11",".","10.75","12.49",".",".",".","9.75","6.76","18.19",".",".",".",".","10.5","11","12.49",".","33"
"snnp","boniga","august","2018","36.24008346","7.388535704",".","24.29",".",".","15",".","13","16",".",".",".","9",".","25.1",".",".",".",".","16","16","18",".","32"
"snnp","boniga","september","2013","36.24008346","7.388535704",".","11.74",".",".","6.5",".","6","7",".",".",".","4","5.05","13.23",".",".",".",".","7",".","8",".","."
"snnp","boniga","september","2014","36.24008346","7.388535704",".","11.87",".",".","7.16",".","6.33","9.16",".",".",".","5.16","6.11","12.39",".",".",".",".","9.16",".","10.83",".","."
"snnp","boniga","september","2015","36.24008346","7.388535704",".","20.34",".",".","9.16",".","9","10.33",".",".",".","5","6.57","21.62",".",".",".",".","10.66",".","12",".","."
"snnp","boniga","september","2016","36.24008346","7.388535704",".",".",".",".",".",".",".",".",".",".",".","6",".",".",".",".",".",".",".",".",".",".","."
"snnp","boniga","september","2017","36.24008346","7.388535704",".","22.04",".",".","11",".","10","12",".",".",".","10","6.14","23.17",".",".",".",".","11","11","12",".","33"
"snnp","boniga","september","2018","36.24008346","7.388535704",".","24.49",".",".","16",".","14","16",".",".",".","8",".","25.1",".",".",".",".","17","16.25","18.25",".","32"
"snnp","boniga","october","2013","36.24008346","7.388535704",".","10.79",".",".","6.47",".","6","8",".",".",".","4","5.97","12.39",".",".",".",".","7",".","8",".","."
"snnp","boniga","october","2014","36.24008346","7.388535704",".","12.14",".",".","7.5",".","7","8.83",".",".",".","4","5.59","12.5",".",".",".",".","9.33",".","10",".","."
"snnp","boniga","october","2015","36.24008346","7.388535704",".","15.83",".",".","10",".","8.33","11.66",".",".",".","4","6.91","17.95",".",".",".",".","11",".","12.75",".","."
"snnp","boniga","october","2016","36.24008346","7.388535704",".",".",".",".",".",".",".",".",".",".",".","4",".",".",".",".",".",".",".",".",".",".","."
"snnp","boniga","october","2017","36.24008346","7.388535704",".","22.22",".",".","13",".","11","15",".",".",".","8","6.83","26.09",".",".",".",".","13","13.49","15",".","35"
"snnp","boniga","october","2018","36.24008346","7.388535704",".","24.49",".",".","15",".","14","16",".",".",".","7",".","25.31",".",".",".",".","16","16","18.25",".","32"
"snnp","boniga","november","2013","36.24008346","7.388535704",".","10.67",".",".","6.3",".","6","8",".",".",".","4","5.97","12.39",".",".",".",".","9",".","9.16",".","."
"snnp","boniga","november","2014","36.24008346","7.388535704",".","14.21",".",".","7.53",".","7","8.57",".",".",".","3.5",".","14.29",".",".",".",".","8",".","10",".","."
"snnp","boniga","november","2015","36.24008346","7.388535704",".","16.95",".",".","9",".","8","10",".",".",".","4","6.57","20.87",".",".",".",".","10",".","12",".","."
"snnp","boniga","november","2016","36.24008346","7.388535704",".",".",".",".",".",".",".",".",".",".",".","4",".",".",".",".",".",".",".",".",".",".","."
"snnp","boniga","november","2017","36.24008346","7.388535704",".","20.51",".",".","12",".","10","15",".",".",".","7","6.63","23.88",".",".",".",".","13.49","14","15",".","35"
"snnp","boniga","november","2018","36.24008346","7.388535704",".","20.88",".",".","14",".","12","15",".",".",".","7",".","24.79",".",".",".",".","15","15","16.75",".","32"
"snnp","boniga","december","2013","36.24008346","7.388535704",".","12.28",".",".","6.33",".","6","8",".",".",".","4","5.59","12.73",".",".",".",".","7",".","8",".","."
"snnp","boniga","december","2014","36.24008346","7.388535704",".","13.05",".",".","7",".","7","8",".",".",".","3.5","6.11","13.58",".",".",".",".","8.33",".","10",".","."
"snnp","boniga","december","2015","36.24008346","7.388535704",".","16.4",".",".","10",".","8.5","11",".",".",".","4","6.57","21.62",".",".",".",".","10",".","11",".","."
"snnp","boniga","december","2016","36.24008346","7.388535704",".",".",".",".",".",".",".",".",".",".",".","5",".",".",".",".",".",".",".",".",".",".","."
"snnp","boniga","december","2017","36.24008346","7.388535704",".","16.53",".",".","13",".","16","16",".",".",".","6","6.63","23.01",".",".",".",".","14","14","15",".","34"
"snnp","boniga","december","2018","36.24008346","7.388535704",".","21.14",".","40","14",".","13","16",".",".","11","6",".","33.61",".",".",".",".","15","15.25","17",".","32"
"snnp","butajira","january","2014","38.42140499","8.173264069",".","11.91",".","16","8.11",".","6.99","7.78",".",".","9","5.41","4.38","9.62",".",".","11",".","12.74",".","8.23",".","."
"snnp","butajira","january","2015","38.42140499","8.173264069",".","15.26",".",".","10.21",".",".","9.47",".",".",".","4.57","4.38","19.24",".",".",".",".",".",".","10.22",".","."
"snnp","butajira","january","2016","38.42140499","8.173264069",".","16.16",".",".","9.73","9.38","9.48","9.53",".",".",".","5.71","5","17.65",".",".",".",".","15.79",".","9.66",".","."
"snnp","butajira","january","2017","38.42140499","8.173264069",".",".",".",".",".",".",".",".",".",".",".","5",".",".",".",".",".",".",".",".",".",".","."
"snnp","butajira","january","2018","38.42140499","8.173264069",".","16.17",".",".","13.09","12.22","12.3","12.5",".",".","10","7","4.2","17.24",".",".",".","35","18.19",".","11",".","30.98"
"snnp","butajira","january","2019","38.42140499","8.173264069",".","17.17",".",".","14.57","14.43","13.44","13",".",".","10","7.25","7.78","19.76",".",".",".","36.99",".",".","16","28.98","."
"snnp","butajira","february","2014","38.42140499","8.173264069",".","12.51",".","16","8.78",".","8.98","7.06",".",".","9","5.21","4.38","10.46",".",".","11",".","10.72",".","8.48",".","."
"snnp","butajira","february","2015","38.42140499","8.173264069",".","12.51",".",".","7.94","9.14","8.57","8.24",".",".",".","4.02","5","14.19",".",".",".",".",".",".","10.63",".","."
"snnp","butajira","february","2016","38.42140499","8.173264069",".","13.05",".",".","8.87","10.77","8.2","8.24",".",".",".","4.84","5","15.79",".",".",".",".","15.72",".","10.26",".","."
"snnp","butajira","february","2017","38.42140499","8.173264069",".",".",".",".",".",".",".",".",".",".",".","5.07",".",".",".",".",".",".",".",".",".",".","."
"snnp","butajira","february","2018","38.42140499","8.173264069",".","12.66",".",".","12.69","12.41","11.15","10.98",".",".","10","7","4.2","12.16",".",".",".","35","18.85",".","12",".","30"
"snnp","butajira","february","2019","38.42140499","8.173264069",".","24.1",".",".","13.18","14.55","12.08","14.92",".",".","10","7","7.78","27.35",".",".",".","40","23.23",".","15","32","."
"snnp","butajira","march","2015","38.42140499","8.173264069",".","12.51",".",".","8.11",".",".","8.33",".",".",".","5.05","5","12.77",".",".",".",".",".",".","10.72",".","."
"snnp","butajira","march","2016","38.42140499","8.173264069",".","12.01",".",".","9.23","8.83",".","7.35",".",".",".","5.59","5","13.29",".",".",".",".","15.65",".","10.3",".","."
"snnp","butajira","march","2017","38.42140499","8.173264069",".",".",".",".",".",".",".",".",".",".","10","6",".",".",".",".",".",".",".",".",".",".","."
"snnp","butajira","march","2018","38.42140499","8.173264069",".","21.05",".",".","11.48","12.21","10.79","11.15",".",".","10","7","4.2","20",".",".",".","35","16.06",".","12",".","30"
"snnp","butajira","march","2019","38.42140499","8.173264069",".","21.05",".",".","13.14","14.69","11.65","13.84",".",".","10","7","6.09","24.74",".",".",".","40","21.86",".","15","32","."
"snnp","butajira","april","2014","38.42140499","8.173264069",".","11.72",".","16","8.15",".","7.8","8.24",".",".","9","5.31","4.38","10",".",".","11",".",".",".","9.58",".","."
"snnp","butajira","april","2016","38.42140499","8.173264069",".","14.3",".",".","8.87","10",".","7.5",".",".",".","5.85","5","13.81",".",".",".",".","15.07",".","10.53",".","."
"snnp","butajira","april","2017","38.42140499","8.173264069",".","13.16",".",".","10.95","12.14","10.71","10.88",".",".","9","6.5","4.2","18.73",".",".",".","30.98","15.79",".","8.75",".","28"
"snnp","butajira","april","2018","38.42140499","8.173264069",".","20.2",".",".","14.57","13.19","12.39","12.72",".",".","9","7","4.2","19.16",".",".",".","40","18.55",".","13","30.98","."
"snnp","butajira","april","2019","38.42140499","8.173264069",".","20.2",".",".","16.46","16.26","13.77","16.15",".",".","11","7.5","5.39","19.46",".",".",".","40",".",".","17",".","32"
"snnp","butajira","may","2014","38.42140499","8.173264069",".","11.03",".","16","7.26",".","7.1","8.33",".",".","9","5.71","4.38","12.5",".",".",".",".",".",".","10.22",".","."
"snnp","butajira","may","2015","38.42140499","8.173264069",".","10.88",".",".","10.43",".","8.62","11.29",".",".",".","4.59","5","16.14",".",".",".",".","15.79",".","11.59",".","."
"snnp","butajira","may","2016","38.42140499","8.173264069",".","13.46",".",".","9.68","9.18","9.07","9.42",".",".",".","5.84","5","16.91",".",".",".",".","15.38",".","10.26",".","."
"snnp","butajira","may","2017","38.42140499","8.173264069",".","16.29",".",".","12.54","12.31","11.71","11.04",".",".","10","7","4.2","20.7",".",".",".","32","16.01",".","10",".","30"
"snnp","butajira","may","2018","38.42140499","8.173264069",".","20.97",".",".","14.01","15.52","12.1","13.28",".",".","10","8","3.89","15.97",".",".",".","40","16.25",".","15","28.46","."
"snnp","butajira","may","2019","38.42140499","8.173264069",".","21.79",".",".","16.09","16.46","14.81","16.83",".",".","12","9","6.16","20.62",".",".",".","40","25.25",".","18",".","30.98"
"snnp","butajira","june","2014","38.42140499","8.173264069",".","11.54",".",".","7.94",".","8.11","9.17",".",".","9","5.13","4.38","10.35",".",".",".",".",".",".","10.13",".","."
"snnp","butajira","june","2015","38.42140499","8.173264069",".","14.09",".",".",".",".","8.57","12.77",".",".",".","5.51","5","13.14",".",".",".",".","14.67",".","11.64",".","."
"snnp","butajira","june","2016","38.42140499","8.173264069",".","17.22",".",".","11.48","12","10.06","11.8",".",".","10","6.19","4.2","18.19",".",".",".",".","14.48",".","10.3",".","."
"snnp","butajira","june","2017","38.42140499","8.173264069",".","16.29",".",".","12.54","12.31","11.71","11.04",".",".","10","7","4.2","20.7",".",".",".","32","16.01",".","10",".","30"
"snnp","butajira","june","2018","38.42140499","8.173264069",".","16.54",".",".","12.79","15.49","11.31","11.86",".",".","10","7.75","4.67","16.17",".",".",".","38.99","19.47",".","14","28.98","."
"snnp","butajira","july","2013","38.42140499","8.173264069",".","11.03",".",".","8.33",".",".","7.85",".",".",".","6.89","5","10",".",".",".",".","10.47",".","8.3",".","."
"snnp","butajira","july","2014","38.42140499","8.173264069",".","14.07",".","20","9.02",".",".","10.65",".",".","9","7.01","5","12.08",".",".",".",".",".",".","12.03",".","."
"snnp","butajira","july","2015","38.42140499","8.173264069",".","13.65",".",".","10.05","12.25","8.87","10.49",".",".",".","5.71","5","12.97",".",".",".",".","17.34",".","11.39",".","."
"snnp","butajira","july","2016","38.42140499","8.173264069",".",".",".",".",".",".",".",".",".",".",".","6.73",".",".",".",".",".",".",".",".",".",".","."
"snnp","butajira","july","2017","38.42140499","8.173264069",".","12.9",".",".","10","12.34","9.77","9.39",".",".","10","8.5","4.2","19.38",".",".",".","32","15.76",".","10","30","."
"snnp","butajira","july","2018","38.42140499","8.173264069",".","19.38",".",".","16.6","15.33","16.4","12.71",".",".","10","8","6.86","12.12",".",".",".","36.47","18.36",".","15","28.98","."
"snnp","butajira","august","2013","38.42140499","8.173264069",".","10.88",".",".","7.5",".",".","7.98",".",".",".","6.89","4.38","9.51",".",".",".",".","11.06",".","8.3",".","."
"snnp","butajira","august","2014","38.42140499","8.173264069",".","13.4",".",".","9.48",".","10.17","10.49",".",".",".","7.11","4.38","14.3",".",".",".",".","15.79",".","12.34",".","."
"snnp","butajira","august","2015","38.42140499","8.173264069",".","13.65",".",".","10.21",".","9.23","9.7",".",".",".","5.41","5","16.44",".",".",".",".","17.11",".","12.82",".","."
"snnp","butajira","august","2016","38.42140499","8.173264069",".",".",".",".",".",".",".",".",".",".",".","6.8",".",".",".",".",".",".",".",".",".",".","."
"snnp","butajira","august","2017","38.42140499","8.173264069",".","15.23",".",".","10.74","15.4","10.67","12.52",".",".","10.5","9","4.2","16.23",".",".",".","32","16.68",".","11","30","."
"snnp","butajira","august","2018","38.42140499","8.173264069",".","19.76",".",".","15.16","15.32","13.67","12.55",".",".","10","8","6.67","20.53",".",".",".","40","18.5",".","16","28.98","."
"snnp","butajira","september","2013","38.42140499","8.173264069",".","10.42",".","15","8.24","9.45","7.3","7.94",".",".","9","8.57","4.38","9.75",".",".","10",".","11.27",".","8.44",".","."
"snnp","butajira","september","2014","38.42140499","8.173264069",".","16.68",".",".","9.95",".",".","10.6",".",".",".","5.63","4.38","14.01",".",".",".",".","14.04",".","11.04",".","."
"snnp","butajira","september","2015","38.42140499","8.173264069",".","14.07",".",".","9.84",".","9.07","9.78",".",".",".","5.77","5","14.79",".",".",".",".","14.35",".","11.54",".","."
"snnp","butajira","september","2016","38.42140499","8.173264069",".",".",".",".",".",".",".",".",".",".","9.32","6.6",".",".",".",".",".",".",".",".",".",".","."
"snnp","butajira","september","2017","38.42140499","8.173264069",".","14.34",".",".","17.67","19.97","15.79","18.75",".",".",".","10.49","4.2","16",".",".",".","33.47","15.74",".","11.79","30","."
"snnp","butajira","september","2018","38.42140499","8.173264069",".","17.17",".",".","18.42","15.88","15.96","16.06",".",".","10","7.5","6.67","20.7",".",".",".","40","18.36",".","16","28","."
"snnp","butajira","october","2013","38.42140499","8.173264069",".","11.37",".","16","8.07",".","6.99","5.91",".",".","9","6.49","4.38","10.14",".",".",".",".","10.53",".","8.82",".","."
"snnp","butajira","october","2014","38.42140499","8.173264069",".","12.68",".",".","10.23",".",".","10",".",".","9","5.24","5","11.67",".",".",".",".","14.29",".","11.59",".","."
"snnp","butajira","october","2015","38.42140499","8.173264069",".","12.94",".",".","9.42","11.71","8.38","8.96",".",".","9","5.33","5","15.59",".",".",".",".","12.99",".","11.54",".","."
"snnp","butajira","october","2016","38.42140499","8.173264069",".",".",".",".",".",".",".",".",".",".","10","6.6",".",".",".",".",".",".",".",".",".",".","."
"snnp","butajira","october","2017","38.42140499","8.173264069",".","14.5",".",".","16.71","16.96","16.03","15.7",".",".",".","8.5","4.2","16.09",".",".",".","34","15.76",".","12","30.98","."
"snnp","butajira","october","2018","38.42140499","8.173264069",".","20.84",".",".","17.93","15.46","16.58","15.93",".",".","10","8","6.6","21.51",".",".",".","36.47","18.48",".","15","30","."
"snnp","butajira","november","2013","38.42140499","8.173264069",".","11.55",".","16","7.98",".","8.2","7.81",".",".","9","5.86","4.38","10.42",".",".",".",".",".",".","9.38",".","."
"snnp","butajira","november","2014","38.42140499","8.173264069",".","13.44",".",".","11.29",".","10.29","10.61",".",".","9","5.24","5","11.94",".",".",".",".","12.71",".","10.26",".","."
"snnp","butajira","november","2015","38.42140499","8.173264069",".","12.01",".",".","10.61","11",".","10.16",".",".","9","4.86","5","15.19",".",".",".",".","13.9",".","9.62",".","."
"snnp","butajira","november","2016","38.42140499","8.173264069",".",".",".",".",".",".",".",".",".",".",".","6.6",".",".",".",".",".",".",".",".",".",".","."
"snnp","butajira","november","2017","38.42140499","8.173264069",".","24.05",".",".","16.72","18.56","16.03","15.82",".",".",".","8","4.2","26.77",".",".",".","38.99","15.96",".","11","30.98","."
"snnp","butajira","november","2018","38.42140499","8.173264069",".","21.28",".",".","17.97","16.34","15.42","10.81",".",".","10","8","6.67","23.96",".",".",".","36.47","18.27",".","16","28.98","."
"snnp","butajira","december","2013","38.42140499","8.173264069",".","10.28",".",".","8.33",".",".","7.98",".",".","9","4.73","4.38","9.58",".",".",".",".",".",".","8.37",".","."
"snnp","butajira","december","2014","38.42140499","8.173264069",".","13.65",".",".","10.72",".","11.14","11.61",".",".","9","4.59","5","12.66",".",".",".",".","14.02",".","10.77",".","."
"snnp","butajira","december","2015","38.42140499","8.173264069",".","9.38",".",".","11.05","12.31","10.11","11.6",".",".",".","5.38","5","12.91",".",".",".",".","13.1",".","9.7",".","."
