"Region","Market","Month","Year","Longitude","Latitude","barley_Hulled_Temez","barley_Malt","barley_milled_Mixed","barley_milled_White","barley_unmilled_Black","barley_unmilled_for_Beer","barley_unmilled_Mixed","barley_unmilled_White","barley_unmilled_Hulled","barley_unmilled_Hulled_Temez","maize_Milled","maize_Unmilled","wheat_Bread_Bakery","wheat_Malt","wheat_Porridge_bula","wheat_milled_Mixed","wheat_milled_White","wheat_milled_Emmer_Aja","wheat_unmilled_Black_Red","wheat_unmilled_Mixed","wheat_unmilled_White","wheat_unmilled_Emmer_shelled_Aja","wheat_unmilled_Emmer_unshelled"
"amhara","sekota","july","2018","39.03355257","12.62479803",".","17.6",".",".","15.07",".","14.69","14.71",".",".",".","8.99","5.25",".",".",".",".","45",".",".","16.5",".","42.43"
"amhara","sekota","august","2013","39.03355257","12.62479803",".","14.66",".",".","8.96",".","8.83","9.52",".",".",".",".","4.2",".",".",".",".",".",".",".","9.57",".","."
"amhara","sekota","august","2014","39.03355257","12.62479803",".","14.72",".",".","8.52",".","8.71","8.18",".",".",".","6.93","4.14",".",".",".",".",".",".",".","9.07",".","."
"amhara","sekota","august","2015","39.03355257","12.62479803",".","15.39",".",".","8.61",".","9.04","9.41",".",".",".","6.39","4.14",".",".",".",".",".",".",".","9.33",".","."
"amhara","sekota","august","2016","39.03355257","12.62479803",".",".",".",".",".",".",".",".",".",".",".","5.68",".",".",".",".",".",".",".",".",".",".","."
"amhara","sekota","august","2017","39.03355257","12.62479803",".","21.83",".",".","9.84",".","8.67","9.02",".",".",".","7.72","3.5",".",".",".",".",".",".",".","8.5",".","42.43"
"amhara","sekota","august","2018","39.03355257","12.62479803",".",".",".",".","14.95",".","14.86","14.55",".",".",".","8.87","4.38",".",".",".",".","45",".",".","16.67",".","42.43"
"amhara","sekota","september","2013","39.03355257","12.62479803",".","15.68",".",".","9.84",".","10.16","10.48",".",".",".","9.23","4.2",".",".",".",".",".",".",".","9.85",".","."
"amhara","sekota","september","2014","39.03355257","12.62479803",".","14.82",".",".","8.35",".","8.28","8.86",".",".",".","7.06","4.14",".",".",".",".",".",".",".","9.71",".","."
"amhara","sekota","september","2015","39.03355257","12.62479803",".","15.19",".",".","9.76",".","11.08","11.66",".",".",".","5.92","4.14",".",".",".",".",".",".",".","8.99",".","."
"amhara","sekota","september","2016","39.03355257","12.62479803",".",".",".",".",".",".",".",".",".",".",".","6.28",".",".",".",".",".",".",".",".",".",".","."
"amhara","sekota","september","2017","39.03355257","12.62479803",".","22.19",".",".","8.63",".","8.73","8.45",".",".",".","7.7","4.38",".",".",".",".",".",".",".","8.57",".","40"
"amhara","sekota","september","2018","39.03355257","12.62479803",".","27.9",".",".","15.15",".","14.95","14.62",".",".",".","8.86","4.38",".",".",".",".","40",".",".","18.35",".","40"
"amhara","sekota","october","2013","39.03355257","12.62479803",".","14.29",".",".","8.92",".","8.75","9.49",".",".",".","8.82","4.14",".",".",".",".",".",".",".","10.09",".","."
"amhara","sekota","october","2014","39.03355257","12.62479803",".","14.72",".",".","8.11",".","8.34","8.64",".",".",".","6.66","4.14",".",".",".",".",".",".",".","9.23",".","."
"amhara","sekota","october","2015","39.03355257","12.62479803",".","16.46",".",".","11.18",".","11.85","12.4",".",".",".","5.9","4.14",".",".",".",".",".",".",".","9.72",".","."
"amhara","sekota","october","2016","39.03355257","12.62479803",".",".",".",".",".",".",".",".",".",".",".","6.35",".",".",".",".",".",".",".",".",".",".","."
"amhara","sekota","october","2017","39.03355257","12.62479803",".","21.62",".",".","8.94",".","8.42","9.23",".",".",".","7.7","4.38",".",".",".",".",".",".",".","9.35",".","40"
"amhara","sekota","october","2018","39.03355257","12.62479803",".","17.63",".",".","15.07",".","14.69","14.05",".",".",".","8.59","4.38",".",".",".",".",".",".",".","16.36",".","45"
"amhara","sekota","november","2013","39.03355257","12.62479803",".","14.82",".",".","7.68",".","7.46","8.13",".",".",".","8.06","4.14",".",".",".",".",".",".",".","7.88",".","."
"amhara","sekota","november","2014","39.03355257","12.62479803",".","14.37",".",".","6.96",".","7.27","7.64",".",".",".","6.47","4.14",".",".",".",".",".",".",".","9.07",".","."
"amhara","sekota","november","2015","39.03355257","12.62479803",".","15.78",".",".","9.37",".","9.82","10.3",".",".",".","5.37","4.14",".",".",".",".",".",".",".","9.28",".","."
"amhara","sekota","november","2016","39.03355257","12.62479803",".",".",".",".",".",".",".",".",".",".",".","6.04",".",".",".",".",".",".",".",".",".",".","."
"amhara","sekota","november","2017","39.03355257","12.62479803",".","16.83",".",".","8.58",".","8.69","8.29",".",".",".","7.45","4.38",".",".",".",".","40",".",".","9.58",".","40"
"amhara","sekota","november","2018","39.03355257","12.62479803",".","17.73",".",".",".",".","10.02",".",".",".",".","8.66","5.25",".",".",".",".","45",".",".","16.84",".","42.43"
"amhara","sekota","december","2013","39.03355257","12.62479803",".","13.74",".",".","7.77",".","7.28","7.67",".",".",".","7.59","4.14",".",".",".",".",".",".",".","7.47",".","."
"amhara","sekota","december","2014","39.03355257","12.62479803",".","14.84",".",".","6.69",".","7.11","7.76",".",".",".","6.37","4.14",".",".",".",".",".",".",".","7.91",".","."
"amhara","sekota","december","2015","39.03355257","12.62479803",".","13.53",".",".","9.33",".","9.73","10.28",".",".",".","5.36","4.14",".",".",".",".",".",".",".","8.85",".","."
"amhara","sekota","december","2016","39.03355257","12.62479803",".",".",".",".",".",".",".",".",".",".",".","6.4",".",".",".",".",".",".",".",".",".",".","."
"amhara","sekota","december","2017","39.03355257","12.62479803",".","17.02",".",".","9.15",".","8.62","8.24",".",".",".","7.7","4.38",".",".",".",".","40",".",".","9.3",".","40"
"amhara","sekota","december","2018","39.03355257","12.62479803",".","20.87",".",".",".",".","11.13","11.95",".",".",".","8.75","5.25",".",".",".",".",".",".",".","13.33",".","40"
"amhara","shewa- robit ","january","2014","39.90269733","10.00580856",".",".",".",".","8.65","9.98",".","10.05",".",".",".","5.33","5.36",".",".",".",".",".",".",".","9.9",".","."
"amhara","shewa- robit ","january","2015","39.90269733","10.00580856",".","13.35",".",".","10.92","11.14",".","11.8","21.53",".",".","5.17","5.47",".",".",".",".",".","12.37",".","12.31",".","."
"amhara","shewa- robit ","january","2016","39.90269733","10.00580856",".","14.31",".",".","12.45","12.45",".","10.35","33.33",".",".","8.14","5.14",".",".",".",".",".",".",".","11.92",".","."
"amhara","shewa- robit ","january","2017","39.90269733","10.00580856",".",".",".",".",".",".",".",".",".",".",".","6.13",".",".",".",".",".",".",".",".",".",".","."
"amhara","shewa- robit ","january","2018","39.90269733","10.00580856","31.65","12.12",".",".",".","15.39",".","13.79",".",".",".","7.45","5.65",".",".",".",".",".",".",".","13.82",".","."
"amhara","shewa- robit ","january","2019","39.90269733","10.00580856",".",".",".",".","15.84","17.61",".","15.38",".",".",".","10.36",".",".",".",".",".",".",".",".","17.91",".","."
"amhara","shewa- robit ","february","2014","39.90269733","10.00580856",".","14.39",".",".","9.02","10.24",".","10.26","23.18",".",".","6.05","5.38",".",".",".",".",".",".",".","9.92",".","."
"amhara","shewa- robit ","february","2015","39.90269733","10.00580856",".","13.23",".",".","9.13","10.43","9.02","10.38","22.56",".",".","5.19","5.36",".",".",".",".",".","12.37",".","11.94",".","."
"amhara","shewa- robit ","february","2016","39.90269733","10.00580856",".","11.49",".",".","10.02","13.2",".","10.12","23.33",".",".","7.67","5.15",".",".",".",".",".",".",".","11.86",".","."
"amhara","shewa- robit ","february","2017","39.90269733","10.00580856",".",".",".",".",".",".",".",".","27.73",".",".","5.93",".",".",".",".",".",".",".",".",".",".","."
"amhara","shewa- robit ","february","2018","39.90269733","10.00580856","32.27","12.12",".",".","12.54","14.12",".","12.12",".",".",".","7.28","5.87",".",".",".",".",".",".",".","12.95",".","."
"amhara","shewa- robit ","february","2019","39.90269733","10.00580856",".",".",".",".","15.49","17.5",".","15.29",".",".",".","9.39",".",".",".",".",".",".",".",".","17.93",".","."
"amhara","shewa- robit ","march","2015","39.90269733","10.00580856",".","12.52",".",".","10.39","10.93",".","10.67",".",".",".","5.3","5.43",".",".",".",".",".","11.96",".","11.95",".","."
"amhara","shewa- robit ","march","2016","39.90269733","10.00580856",".","13.71",".",".","10.46","12.4",".","10",".",".",".","7.42","5.16",".",".",".",".",".",".",".","11.73",".","."
"amhara","shewa- robit ","march","2017","39.90269733","10.00580856",".",".",".",".",".",".",".",".","33.56",".",".","6.02",".",".",".",".",".",".",".",".",".",".","."
"amhara","shewa- robit ","march","2018","39.90269733","10.00580856",".","17.41",".",".","13.97","15.2","13.47","12.58",".",".",".","8.3","5.93",".",".",".",".",".",".",".","12.93",".","."
"amhara","shewa- robit ","march","2019","39.90269733","10.00580856",".","17.41",".",".","15.33","17.55",".","15.43",".",".",".","9.92","8.57",".",".",".",".",".",".",".","18.09",".","."
"amhara","shewa- robit ","april","2014","39.90269733","10.00580856",".","10.5",".",".","8.59","9.3","8.81","9.95","20",".",".","6.44","5.36",".",".",".",".",".",".",".","10.03",".","."
"amhara","shewa- robit ","april","2016","39.90269733","10.00580856",".","13.71",".",".","9.09","12.32",".","8.99",".",".",".","7.61","5",".",".",".",".",".",".",".","11.8",".","."
"amhara","shewa- robit ","april","2017","39.90269733","10.00580856","34.6","10.88",".",".","11.27","11.47",".","11",".",".",".","7.8","5.03",".",".",".",".",".","12.66",".","10.83",".","."
"amhara","shewa- robit ","april","2018","39.90269733","10.00580856",".","15.43",".",".","13.88","15.11",".","13.62",".",".",".","8.66","5.91",".",".",".",".",".","15.63",".","13.44",".","."
"amhara","shewa- robit ","april","2019","39.90269733","10.00580856",".","17.41",".",".","15.29","17.78",".","15.09",".",".",".","10.03",".",".",".",".",".",".",".",".","18.09",".","."
"amhara","shewa- robit ","may","2014","39.90269733","10.00580856",".","12.2",".",".","9.65","10.11",".","10.5","24.3",".",".","5.83","5.36",".",".",".",".",".",".",".","11",".","."
"amhara","shewa- robit ","may","2015","39.90269733","10.00580856",".","12.67",".",".","9","12.39",".","10.33","34.37",".",".","7.6","5.45",".",".",".",".",".",".",".","11.89",".","."
"amhara","shewa- robit ","may","2016","39.90269733","10.00580856",".","12.28",".",".","8.99","11.58",".","8.8","32.16",".",".","7.68","5.03",".",".",".",".",".",".",".","11.91",".","."
"amhara","shewa- robit ","may","2017","39.90269733","10.00580856",".","16.01",".",".","12.16","13.21",".","12.74",".",".",".","7.92","4.37",".",".",".",".",".","11.94",".","11.74",".","."
"amhara","shewa- robit ","may","2018","39.90269733","10.00580856",".","14.29",".",".","14.81","17.36",".","15.33",".",".",".","9.04","5.85",".",".",".",".",".",".",".","13.93",".","."
"amhara","shewa- robit ","may","2019","39.90269733","10.00580856",".","16.67",".",".","15.74","19.76",".","15.49",".",".",".","11.47",".",".",".",".",".",".",".",".","20.1",".","."
"amhara","shewa- robit ","june","2014","39.90269733","10.00580856",".","9.59",".",".",".","12.22","10.05","10.38","23.65",".",".","7.14","5.45",".",".",".",".",".",".",".","10.93",".","."
"amhara","shewa- robit ","june","2015","39.90269733","10.00580856",".","11.12",".",".","10.49","12.4",".","10.02","23.53",".",".","5.91","5.23",".",".",".",".",".",".","11.79",".",".","."
"amhara","shewa- robit ","june","2016","39.90269733","10.00580856",".","14.64",".",".","10.37","12.29",".","10.44","34.13",".",".","9.16","5.04",".",".",".",".",".",".",".","11.8",".","."
"amhara","shewa- robit ","june","2017","39.90269733","10.00580856",".","16.01",".",".","12.16","13.21",".","12.74",".",".",".","7.92","4.37",".",".",".",".",".","11.94",".","11.74",".","."
"amhara","shewa- robit ","june","2018","39.90269733","10.00580856",".","14.82",".",".","13.88","17.54",".","15.28",".",".",".","9.14","6.14",".",".",".",".",".",".",".","16.49",".","."
"amhara","shewa- robit ","july","2013","39.90269733","10.00580856",".","13.42",".",".","8.83","10.04",".","9.89","16.42",".",".","7.68","5.25",".",".",".",".",".",".",".","9.89",".","."
"amhara","shewa- robit ","july","2014","39.90269733","10.00580856",".","13.9",".",".","10.82","11.09",".","11.4","21.22",".",".","6.72","5.45",".",".",".",".",".",".",".","10.83",".","."
"amhara","shewa- robit ","july","2015","39.90269733","10.00580856",".","14.16",".",".","10.22","13.47",".","10.38","33.79",".",".","6.61","5.69",".",".",".",".",".","12.87",".","13",".","."
"amhara","shewa- robit ","july","2016","39.90269733","10.00580856",".",".",".",".",".",".",".",".",".",".",".","9.07",".",".",".",".",".",".",".",".",".",".","."
"amhara","shewa- robit ","july","2017","39.90269733","10.00580856","35.03","11.98",".",".","14.2","13.79",".","12.74",".",".",".","7.45","4.87",".",".",".",".",".",".",".","11.94",".","."
"amhara","shewa- robit ","july","2018","39.90269733","10.00580856","33.61","14.82",".",".","15.4","17.42",".","15.39",".",".",".","9.2","6.1",".",".",".",".",".",".",".","17.17",".","."
"amhara","shewa- robit ","august","2013","39.90269733","10.00580856",".","12.87",".",".","9.01","9.84",".","10.1","17.36",".",".","7.1","5.38",".",".",".",".",".",".","10.39","10.59",".","."
"amhara","shewa- robit ","august","2014","39.90269733","10.00580856",".","12.62",".",".","10.19",".",".","9.93","16.67",".",".","6.15","5.34",".",".",".",".",".",".",".","10.95",".","."
"amhara","shewa- robit ","august","2015","39.90269733","10.00580856",".","16.44",".",".",".","12.51",".","11.24","35.71",".",".","6.83","5.72",".",".",".",".",".","19.47",".","13.27",".","."
"amhara","shewa- robit ","august","2016","39.90269733","10.00580856",".",".",".",".",".",".",".",".","34.56",".",".","7.82",".",".",".",".",".",".",".",".",".",".","."
"amhara","shewa- robit ","august","2017","39.90269733","10.00580856","27.59","12.91",".",".","12.41","14.24","12.99","12.06",".",".",".","9.75","4.87",".",".",".",".",".",".",".","11.93",".","."
"amhara","shewa- robit ","august","2018","39.90269733","10.00580856","33.61",".",".",".","15.19","16.77",".","14.55",".",".",".","9.4",".",".",".",".",".",".",".",".","18.41",".","."
"amhara","shewa- robit ","september","2013","39.90269733","10.00580856",".","19.49",".",".","9.25","9.15",".","8.83","16.97",".",".","7.81","5.47",".",".",".",".",".",".",".","9.91",".","."
"amhara","shewa- robit ","september","2014","39.90269733","10.00580856",".","12.65",".",".","10.31","12.04",".","10.32","23.79",".",".","6.79","5.47",".",".",".",".",".","13.1",".","12.02",".","."
"amhara","shewa- robit ","september","2015","39.90269733","10.00580856",".","13.83",".",".","9.97","14.05",".","11.6","26.26",".",".","6.87","5.12",".",".",".",".",".",".",".","12.78",".","."
"amhara","shewa- robit ","september","2016","39.90269733","10.00580856",".",".",".",".",".",".",".",".","25.02",".",".","6.98",".",".",".",".",".",".",".",".",".",".","."
"amhara","shewa- robit ","september","2017","39.90269733","10.00580856","34.3","11.65",".",".",".","15.71","13.27","12.91",".",".",".","8.19",".",".",".",".",".",".","12.63",".","10.94",".","."
"amhara","shewa- robit ","september","2018","39.90269733","10.00580856","32","15.38",".",".","15","16.23",".","15.09",".",".",".","9.26","7.42",".",".",".",".",".",".",".","17.86",".","."
"amhara","shewa- robit ","october","2013","39.90269733","10.00580856",".","12.92",".",".","9.48","9.76",".","9.57","17.45",".",".","7.64","5.38",".",".",".",".",".",".",".","10.96",".","."
"amhara","shewa- robit ","october","2014","39.90269733","10.00580856",".","14.24",".",".","10.32","12.87",".","11.5",".",".",".","6.12","5.34",".",".",".",".",".",".",".","11.72",".","."
"amhara","shewa- robit ","october","2015","39.90269733","10.00580856",".","12.94",".",".","10.53","12.72",".","11.45","37.23",".",".","7.6","5.09",".",".",".",".",".",".",".","12.7",".","."
"amhara","shewa- robit ","october","2016","39.90269733","10.00580856",".",".",".",".",".",".",".",".","27.35",".",".","6.95",".",".",".",".",".",".",".",".",".",".","."
"amhara","shewa- robit ","october","2017","39.90269733","10.00580856",".","15.43",".",".","13.34","13.71","12.35","13.6",".",".",".","9.16","4.96",".",".",".",".",".","13",".","12.38",".","."
"amhara","shewa- robit ","october","2018","39.90269733","10.00580856",".","16.01",".",".","15.44","16.87",".","15.1",".",".",".","8.68","7.37",".",".",".",".",".",".",".","17.91",".","."
"amhara","shewa- robit ","november","2013","39.90269733","10.00580856",".","13.51",".",".","9.69","9.75",".","9.71","16.24",".",".","5.76","5.28",".",".",".",".",".",".",".","10.41",".","."
"amhara","shewa- robit ","november","2014","39.90269733","10.00580856",".","13.16",".",".","10.9","12.2",".","12.06",".",".",".","6.17","5.36",".",".",".",".",".","12",".","12",".","."
"amhara","shewa- robit ","november","2015","39.90269733","10.00580856",".","15.84",".",".","11.18","12.97",".","11.88",".",".",".","9.27","5.11",".",".",".",".",".",".",".","12.88",".","."
"amhara","shewa- robit ","november","2016","39.90269733","10.00580856",".",".",".",".",".",".",".",".","27.13",".",".","5.35",".",".",".",".",".",".",".",".",".",".","."
"amhara","shewa- robit ","november","2017","39.90269733","10.00580856",".","13.37",".",".","13.34","16.57",".","15",".",".",".","7.84","5.09",".",".",".",".",".",".",".","12.62",".","."
